id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
598477434142803906,Lovely 1 bedroom vacation home Stockholm,177631777,Mattia,,Hägersten-Liljeholmens,59.29741,17.98512,Entire home/apt,800,3,2,2022-08-19,0.71,1,12,2,
598484121634944870,Mysig bohemsk lägenhet i hjärtat av Södermalm.,157112093,Sandra,,Södermalms,59.31792,18.0758,Entire home/apt,950,2,7,2022-08-15,1.30,1,0,7,
598905927688688395,Wonderful 3 room apartment next to Mosebacke torg.,370240162,Anna,,Södermalms,59.317448,18.073858,Entire home/apt,2700,2,3,2022-07-30,0.72,1,341,3,
599018813126536985,Designlägenhet på Södermalm,39738815,V,,Södermalms,59.3173,18.03323,Entire home/apt,1950,4,1,2022-06-05,0.27,1,5,1,
599282829375496789,Egen lägenhet i Vasastan/ Östermalm,99912989,Alva,,Norrmalms,59.3464,18.06192,Entire home/apt,1800,2,8,2022-07-22,2.02,1,0,8,
599691967730847088,Rent a small cozy hotel in central Stockholm,280607063,Hotel Söder,,Södermalms,59.31426,18.07825,Entire home/apt,19995,1,0,,,7,365,0,
599723488406885421,Hyr hela Hotellet!,280607063,Hotel Söder,,Södermalms,59.31436,18.07682,Entire home/apt,19995,1,0,,,7,365,0,
599777849890190907,"Cozy apartment in Stockholm, Farsta county",145619748,Raky Alice,,Farsta,59.249896018347734,18.102031798137084,Entire home/apt,570,2,2,2022-09-18,0.58,1,100,2,
601058153035164011,Perfekt lägenhet med öppen spis och balkong,37071919,Elin,,Östermalms,59.37108,18.05424,Entire home/apt,900,21,0,,,1,296,0,
601098803819447967,1 bedroom designer loft in the heart of Södermalm,23904019,Lisa,,Södermalms,59.30886,18.09007,Entire home/apt,2000,3,5,2022-09-20,1.26,1,83,5,
602043889990195691,Furnished room next to Solna Centrum and Subway,91594564,Fredrik,,Bromma,59.3569,18.00286,Private room,370,30,0,,,3,153,0,
602097376016801586,Fantastisk lgh på Kungsholmen intill vattnet,384473706,Jessica,,Kungsholmens,59.33894,18.00496,Entire home/apt,1100,1,18,2022-09-18,3.83,1,6,18,
602106995515731635,Cozy apartment close to Södermalm,64706885,Moa,,Skarpnäcks,59.29584,18.09264,Entire home/apt,1389,4,10,2022-08-29,2.14,1,360,10,
602742739380924704,Lovely 1-bedroom condo with balcony,37319145,Therese,,Bromma,59.33701,17.94139,Entire home/apt,650,5,4,2022-09-04,1.21,1,162,4,
602855191119092288,New house close to the nature,78250687,Linnea,,Skarpnäcks,59.25987,18.20341,Entire home/apt,2000,2,2,2022-07-30,0.94,1,342,2,
603318768261147324,Tiny House close to city center,236477634,Erik,,Älvsjö,59.27831,17.96087,Entire home/apt,1089,3,22,2022-09-11,4.43,1,228,22,
603576769658463381,"Spacious cozy apt. with Queen bed, 10 mins to city",20842114,Annika,,Bromma,59.36099,17.99771,Entire home/apt,1023,1,26,2022-09-16,5.61,1,182,26,
603619105015988519,Lovely 1-bedroom condo in Södermalm,144826248,Kajsa,,Södermalms,59.31517,18.03053,Entire home/apt,800,2,5,2022-08-28,0.93,1,0,5,
604133037185445759,Charming 1room apartment with a great view,37924916,Josefine,,Hägersten-Liljeholmens,59.306776129956845,18.02008866459035,Entire home/apt,700,1,18,2022-09-12,3.53,1,35,18,
604260914743651886,Stockholm townhouse close to nature and the city,260297171,Jacob,,Skarpnäcks,59.27402,18.1456,Entire home/apt,1643,3,11,2022-08-13,3.79,1,49,11,
604302036531363250,"Cozy Apartment on the Attic floor, Södermalm",60382478,Elias,,Södermalms,59.31762,18.06702,Entire home/apt,1213,3,22,2022-09-04,4.29,38,165,22,
604308554725602725,Very nice villa in child-friendly area,266998989,Daniel,,Farsta,59.25736,18.1266,Entire home/apt,2200,5,0,,,1,138,0,
604423872911958456,"Cozzy one bedroom studio in Råcksta, Stockholm",268151598,Fatma,,Bromma,59.354385,17.888206,Entire home/apt,795,2,3,2022-06-14,0.78,1,259,3,
604725573124914676,"Spacious APT, near city center, nature & the sea.",5458562,Janna,,Östermalms,59.359493,18.094446,Entire home/apt,1600,3,7,2022-08-01,2.19,1,0,7,
604859602571322005,Fräsch och bekvämt boende inkl parkering,419625482,Christina,,Bromma,59.36499,17.96109,Entire home/apt,1250,1,13,2022-08-24,2.57,1,76,13,
604938863311826624,Room with private bathroom in Nacka,454268998,Julia,,Östermalms,59.31681,18.17569,Private room,400,1,20,2022-09-16,4.05,1,147,20,
605048412848900723,Cosy one bedroom flat in Aspudden.,41442601,Paula,,Hägersten-Liljeholmens,59.30834,17.99471,Entire home/apt,1000,7,0,,,1,124,0,
605593913981256932,Nice beautiful 42 m2 apartment in Stockholm city,451515034,Andrew,,Södermalms,59.30753,18.07738,Entire home/apt,850,1,15,2022-08-31,3.02,4,53,15,
605659257172115325,3 bedroom apartment - nice calm area - central.,74082796,Gabriel,,Södermalms,59.30522,18.09099,Entire home/apt,2250,7,0,,,1,159,0,
606250488326460269,"1,5-bed flat - Perfect for city break & longer",58170350,Sandy,,Hägersten-Liljeholmens,59.30201,18.01477,Entire home/apt,1100,3,2,2022-06-20,0.58,1,351,2,
607588878084636382,Fin lägenhet i Södermalm,15522487,Marie,,Södermalms,59.312,18.06086,Private room,500,4,16,2022-08-15,3.27,1,0,16,
607747073668104491,City Townhouse with sea view and terraces,23654107,Anders,,Kungsholmens,59.31829,17.99053,Entire home/apt,2000,6,0,,,1,159,0,
607778620126702677,Spacious apartment in Stockholm - 77 m2,25310889,Nora,,Hägersten-Liljeholmens,59.30246,17.99978,Entire home/apt,1500,7,1,2022-08-18,0.79,1,159,1,
607817002572467625,48m2 Apartment in Mariatorget Södermalm,410046986,Claudio,,Södermalms,59.31616,18.05297,Entire home/apt,1300,4,1,2022-05-22,0.24,1,177,1,
607821762349864485,Cozy town house in western Stockholm,71755475,Gustav,,Hässelby-Vällingby,59.35336,17.88577,Entire home/apt,2500,6,3,2022-08-07,0.76,1,58,3,
608400210474615618,Cozy apartment close to subway and city,5971520,Timur,,Hägersten-Liljeholmens,59.2859,17.97275,Entire home/apt,1400,2,4,2022-08-02,1.64,1,27,4,
608426542775129857,"Central newly renovated flat 
(Östermalm)",454980774,Arvid,,Östermalms,59.3474,18.06523,Entire home/apt,673,7,3,2022-07-25,0.90,1,8,3,
608474375507627830,"Brand new apartment in the hart of Solna, Sthlm",406212527,Per,,Bromma,59.36196,17.99529,Entire home/apt,1350,4,4,2022-08-26,2.14,1,21,4,
609034541931445596,Artist studio apartment in the middle of Södermalm,386975017,Alexander,,Södermalms,59.31432,18.06109,Entire home/apt,1989,2,13,2022-09-08,3.82,1,0,13,
609056762930457756,"Cosy hideout, central location, huge balcony",40271268,Viola,,Kungsholmens,59.329224,18.049253,Entire home/apt,2250,3,7,2022-08-08,1.74,1,0,7,
609194322568348718,Cozy studio in trendy Hornstull,6304599,Dina,,Södermalms,59.31937,18.03608,Entire home/apt,1000,1,6,2022-06-12,1.29,1,0,6,
609394907181074535,Nyrenoverad lägenhen på bästa adress i Vasastan,16904907,Kate,,Norrmalms,59.34333,18.04048,Entire home/apt,1024,2,9,2022-09-08,2.03,1,12,9,
609467999708004511,Unique seafront villa near the city,21015556,Joel,,Älvsjö,59.27437,17.9573,Entire home/apt,3000,6,1,2022-08-10,0.65,1,243,1,
609681861797494948,"Fin lägenhet i Traneberg, Bromma",79251544,Lisa,,Bromma,59.33913,17.98434,Entire home/apt,900,5,2,2022-08-08,1.05,1,260,2,
609856763353452153,Fint rum i lägenhet i Hägerstensåsen- Liljeholmen,430990106,Therese,,Hägersten-Liljeholmens,59.29563,17.98342,Private room,425,2,12,2022-09-19,2.45,1,0,12,
609934241312000604,Beautiful spacious Apartment,410412637,Nicol,,Södermalms,59.32076,18.07044,Entire home/apt,2269,3,26,2022-09-13,5.57,4,269,26,
610054702359250476,Beautiful 2 room apartment in central Vasastan,81595526,Katarina,,Norrmalms,59.34745,18.05345,Entire home/apt,1490,2,3,2022-06-19,0.76,1,0,3,
610578496512442120,"Fullyequipped-Room# with 65""smartTV+desk+breakfast",196282416,Bryan,,Norrmalms,59.343552,18.044153,Private room,1039,1,6,2022-09-10,1.20,1,365,6,
612083870844850855,"1920’ house, big garden, 9 min to Sthlm City",10549434,Karin,,Älvsjö,59.27641,18.00226,Entire home/apt,1800,5,0,,,1,297,0,
612333646411303612,Amazing 80m2 apartment next to the water,4320070,Christian,,Bromma,59.36,17.97017,Entire home/apt,1099,5,0,,,1,0,0,
612711593811689013,"Härlig balkong, nära Södermalm.",451475613,Vendela,,Södermalms,59.302528915898726,18.101531110155133,Private room,900,1,4,2022-09-22,2.31,1,264,4,
612875001398090802,Stylish Scandinavian apt Central Sthlm (Vasastan),434916967,Peter,,Norrmalms,59.345654,18.034105,Entire home/apt,1400,5,11,2022-08-29,2.31,1,26,11,
612972666071175703,"Bo i Gula Stenhuset.
En liten minivilla på 25 m2",12057472,Karin,,Östermalms,59.31399,18.15628,Entire home/apt,950,1,6,2022-09-11,1.43,1,315,6,
613004163963466812,Flat in the heart of Stockholm,20979566,Emmi,,Södermalms,59.31283737868025,18.076578966602444,Entire home/apt,850,1,1,2022-05-29,0.25,1,42,1,
613368570659527829,Fin rymlig helt nyrenoverad lägenhet med balkong,247923749,Ann H,,Norrmalms,59.34145,18.05055,Entire home/apt,2500,7,1,2022-07-30,0.53,1,0,1,
613507228076189504,Beautiful 1 bedroom condo in a Victorian house,135043801,Amelie,,Östermalms,59.33491,18.08318,Entire home/apt,600,30,0,,,1,115,0,
613583125194521288,Modern apartment in central Stockholm,170743476,Astrid,,Norrmalms,59.341244,18.032503,Entire home/apt,2200,1,4,2022-08-30,1.33,1,354,4,
614488119226170530,Cozy apartment with great location,12501140,Erik,,Skarpnäcks,59.29574,18.09159,Entire home/apt,1000,2,3,2022-07-18,1.05,1,81,3,
614765065501538900,Fin lägenhet i centrala Stockholm nära bad.,169137434,Fredrik,,Kungsholmens,59.32919,18.02788,Entire home/apt,1500,2,8,2022-08-01,2.00,1,0,8,
614921194157264585,MODERN APARTMENT IN CENTRAL PART OF STOCKHOLM,333350722,HOMEstate,,Bromma,59.36173,17.96816,Entire home/apt,525,20,2,2022-08-23,0.66,16,67,2,
615162132130422485,Luxury apartment for families/friends,106343010,Fredrik,,Hägersten-Liljeholmens,59.30594,18.03679,Entire home/apt,2300,2,5,2022-07-24,1.27,1,27,5,
615293832254210794,Gullig lägenhet med bästa läge på Södermalm,456532790,Carl,,Södermalms,59.30766,18.07732,Entire home/apt,820,2,7,2022-07-31,1.76,1,35,7,
615750048579145778,Newly renovated apartment with 2 floors,22876006,Hedvig,,Östermalms,59.34022,18.09077,Entire home/apt,2500,2,4,2022-08-14,1.71,73,0,4,
615762695205284370,Fin och central lägenhet i mysiga Hökarängen,456622751,Line,,Farsta,59.259514,18.096247,Entire home/apt,860,1,14,2022-09-18,3.21,1,332,14,
616448454134473600,Lovely 2 Bedroom very close to the city.,34122905,Bassam,,Enskede-Årsta-Vantörs,59.29789,18.0499,Entire home/apt,500,27,0,,,2,79,0,
616742300508559543,UTHYRD kan ej bokas nu,1189021,Kent,,Skarpnäcks,59.2304,18.20433,Private room,5995,1,0,,,2,365,0,
616985544616296334,Sekelskifteslägenhet i Vasastan,449399077,Carolina,,Norrmalms,59.3418,18.03337,Entire home/apt,950,14,0,,,1,148,0,
617056126272435710,Fin lägenhet med balkong i Hägersten,20749514,Josefin,,Hägersten-Liljeholmens,59.28558,17.97249,Entire home/apt,900,1,2,2022-07-05,0.50,1,60,2,
617130313021964605,1 bedroom in a spacious flat with sauna,122698070,Sheyda,,Rinkeby-Tensta,59.39806,17.94174,Private room,400,30,0,,,1,0,0,
617197515210546885,"Stor, sjönära villa, centralt innanför tullarna",97724332,Olof,,Kungsholmens,59.321976,17.989836,Entire home/apt,4990,3,5,2022-08-22,1.65,1,0,5,
617283511091045762,"Ett rum i en trevlig lägenhet.
 Vi har katter",453512601,Ramuné,,Östermalms,59.30837,18.1619,Private room,475,2,6,2022-08-22,1.51,1,297,6,
617294964596241232,Parhus i hjärtat av Gamla Enskede,1159170,Jacob,,Enskede-Årsta-Vantörs,59.284218,18.088436,Entire home/apt,2700,6,1,2022-09-04,1,1,100,1,
617312500907345162,Beautiful apartment with balcony in city,62884716,Pernilla,,Södermalms,59.31774,18.02642,Entire home/apt,2000,1,0,,,7,358,0,
617363127534819824,Fin lägenhet i Aspudden med stor uteplats,34666242,Lisa,,Hägersten-Liljeholmens,59.3065,18.0028,Entire home/apt,995,5,1,2022-07-05,0.37,1,0,1,
617381105150871687,A furnished room next to Solna Centrum and Subway,91594564,Fredrik,,Bromma,59.357742,18.003212,Private room,375,30,1,2022-08-31,1,3,142,1,
617422725922769363,Cozy 1-bedroom apartment with free parking,4462952,Inga,,Älvsjö,59.26078,17.97465,Entire home/apt,675,2,18,2022-09-01,4.43,1,328,18,
617774313598623761,"Cosy, bright newly renovated  apartment",22876006,Hedvig,,Östermalms,59.34327,18.09057,Entire home/apt,1408,3,2,2022-09-10,1.67,73,0,2,
617791756325593539,"KING size bed+Netflix, 12min to centre by metro",250912920,Marlena Karolina,,Spånga-Tensta,59.37639,17.96047,Private room,604,1,19,2022-08-31,4.19,9,7,19,
617878763225250182,Central lägenhet med fantastisk uteplats,32346856,Hk9919,,Enskede-Årsta-Vantörs,59.297058,18.076441,Entire home/apt,1590,5,1,2022-07-25,0.48,1,116,1,
617932133706553308,Fin fyra mitt i hjärtat av Södermalm.,58912233,Maria,,Södermalms,59.3133,18.05439,Entire home/apt,3143,1,2,2022-07-25,0.50,1,0,2,
618037881327504477,Trevligt radhus med grill och parkering,12562085,Mattias,,Älvsjö,59.28616,18.0295,Entire home/apt,1290,14,1,2022-06-02,0.26,1,0,1,
618106049821365935,Lovely renovated  apartment beside Akalla subway,203567196,Raoof,,Rinkeby-Tensta,59.41744,17.91138,Entire home/apt,750,1,9,2022-06-05,1.96,1,266,9,
618455371745395802,Trevligt hus i naturområde med fri parkering,457218932,Felicia,,Farsta,59.22948,18.14001,Entire home/apt,1000,2,7,2022-09-06,3.44,1,279,7,
618651189704525268,Apartment in Södermalm  10 min to Stockholm Center,104354490,Mery,,Södermalms,59.3185,18.03907,Entire home/apt,890,7,2,2022-07-06,0.51,3,142,2,
618806671330787043,Cozy cottage in Bromma,222251240,Saga,,Bromma,59.35699,17.9286,Entire home/apt,1500,2,5,2022-09-14,1.95,1,99,5,
619556091394730818,"Big room+Netflix,12min metro to Sthlm city centre",250912920,Marlena Karolina,,Spånga-Tensta,59.37653,17.96013,Private room,590,1,17,2022-08-14,3.64,9,9,17,
619918245365268083,Cozy apartment near city and nature,199419362,Erica,,Skarpnäcks,59.29286,18.10116,Entire home/apt,400,8,2,2022-07-28,0.80,1,0,2,
620108366816186380,Genuine Old Town charm,1027549,William,,Södermalms,59.32377,18.06745,Entire home/apt,1537,1,20,2022-09-18,5.04,20,347,20,
620123199138168970,Lovely 1 bedroom apartment in charming Södermalm,11103770,Kajsa,,Södermalms,59.3086,18.06623,Entire home/apt,600,30,0,,,1,81,0,
620180606791958589,Newly built  apartment 11th floor,95301878,Wera,,Hägersten-Liljeholmens,59.30242,18.03251,Entire home/apt,999,4,4,2022-08-14,1.01,1,23,4,
620184714077726395,Lovely Spacious Bright Apartment,32444000,Katarzyna,,Rinkeby-Tensta,59.38155,17.95034,Entire home/apt,990,5,2,2022-08-24,0.86,1,67,2,
620248305223917885,Light studio apartment South by South,11141166,Anna,,Skarpnäcks,59.293,18.10621,Entire home/apt,730,30,16,2022-09-12,3.61,2,190,16,
620687798874255372,Mysig lägenhet vid Telefonplan,457712154,Alice,,Hägersten-Liljeholmens,59.30061,17.98912,Entire home/apt,1200,10,0,,,1,323,0,
620838362122237480,"Apartment 1201 in Stockholm Old Town, Gamla Stan.",193902525,Cristiano,,Södermalms,59.32388,18.07506,Entire home/apt,1049,1,14,2022-09-20,4.67,3,151,14,
621411963285487842,Mysig lägenhet centralt i Stockholm,190998201,Carl,,Östermalms,59.34795,18.0945,Entire home/apt,900,3,0,,,1,50,0,
621413667304552476,Trevlig villa med bubbelpool och sjöutsikt.,16909848,Hanna,,Skärholmens,59.280609,17.853592,Entire home/apt,3000,3,5,2022-08-22,1.35,1,301,5,
621718276108647135,4 bedroom family friendly home w gardens & parking,16301785,Harriet,,Hässelby-Vällingby,59.37295,17.86657,Entire home/apt,1400,2,2,2022-07-24,0.55,1,265,2,
622222661612276314,Lyxig Villa nära två badplatser med uteplatser,64888344,Amanda,,Skarpnäcks,59.236458,18.144745,Entire home/apt,4500,7,1,2022-08-17,0.77,1,109,1,
622230606437013578,Nice room at Södermalm,94324346,Lena,,Södermalms,59.312250849525,18.052351679054475,Private room,500,5,0,,,2,52,0,
622257611301664639,Rum uthyres centralt men lugnt.,273186263,Elisabeth,,Södermalms,59.3164,18.07388,Private room,1200,3,19,2022-09-17,4.25,2,154,19,
622258948426316902,Fin lägenhet med balkong och öppen spis,172369182,Maral,,Kungsholmens,59.32738,18.03793,Entire home/apt,3500,2,4,2022-08-13,1.40,1,51,4,
622287543057777251,Sekelskiftestvåa med balkong i hjärtat av Vasastan,33382759,Gustav,,Norrmalms,59.341984,18.041462,Entire home/apt,1704,7,0,,,1,311,0,
622320453853284780,Lovely 2-bedroom apartment close to park,43713133,Jim,,Norrmalms,59.339401,18.045401,Entire home/apt,2000,2,4,2022-08-11,1.15,1,8,4,
622327653195702246,Sjöstuga i Mälarhöjden,200879578,Carl,,Hägersten-Liljeholmens,59.30252,17.95109,Entire home/apt,1750,3,12,2022-09-18,3.24,1,5,12,
622372495500685926,Attic appartment by the beach,458067081,Rahwan,,Farsta,59.240921,18.127119,Entire home/apt,1300,3,10,2022-09-09,2.65,1,178,10,
622435391237046624,Bekvämlighet i en fint nyrenoverade lägenhet,458083149,Paula,,Rinkeby-Tensta,59.409241,17.931627,Entire home/apt,1957,1,2,2022-08-10,0.86,1,355,2,
622470073953897406,Villa Morel,205877043,Daniel,,Östermalms,59.35382,18.15857,Entire home/apt,1400,7,5,2022-08-08,1.27,1,107,5,
622785104057659078,Private fresh room with double bed.,457731583,Marina,,Enskede-Årsta-Vantörs,59.2694,18.0517,Private room,800,2,1,2022-08-18,0.79,2,365,1,
622906720595082957,Lovely 3 Bedroom apt in the heart of the Old Town,51002540,Fredrik,,Södermalms,59.323811,18.071344,Entire home/apt,2199,1,13,2022-08-14,4.06,20,85,13,
623005747316979593,Fint sovrum med balkong i mysig 50-tals lägenhet,13177938,Catharina,,Bromma,59.366485542097195,17.984807901084423,Private room,450,1,0,,,1,128,0,
623219497646497873,Lovely one bedroom apartment close to the subway,18339604,Anderson,,Hägersten-Liljeholmens,59.287239,17.965605,Entire home/apt,650,3,1,2022-07-30,0.53,1,0,1,
623482682787140432,Villa vid badstrand i Stockholm med stor trädgård,458050903,Johan,,Farsta,59.24226,18.12725,Entire home/apt,3200,3,0,,,1,97,0,
623672359811102084,Little sleeping corner in the living room-Mall,50408879,Vidi,,Rinkeby-Tensta,59.40294,17.9439,Shared room,300,1,13,2022-09-17,3.28,1,52,13,
623871344554892467,2 Floor penthouse,7012933,Tom,,Norrmalms,59.34739685058594,18.057767868041992,Entire home/apt,11851,2,1,2022-05-27,0.25,1,7,1,
623907662519767976,Family friendly villa close to Stockholm city,9487217,Mushka,,Bromma,59.34882,17.91297,Entire home/apt,1900,3,2,2022-08-10,1.05,1,5,2,
623948216375463400,Private tiny room 12min to Sthlm centre by metro,250912920,Marlena Karolina,,Spånga-Tensta,59.37708,17.95881,Private room,429,1,11,2022-09-09,2.75,9,23,11,
624386975061965468,Studio flat in nice neighberhood.,193902525,Cristiano,,Östermalms,59.33884,18.0879,Entire home/apt,560,6,4,2022-09-19,1.36,3,32,4,
624523272843351132,Mysig 20-talsvilla med tidstypiska detaljer.,18734064,Susanna,,Hägersten-Liljeholmens,59.29646,17.95764,Entire home/apt,1650,5,2,2022-08-05,0.95,1,266,2,
624533894693085298,Luxury Business Apartments 2 rooms #2 (1-4 people),378998653,City Living,,Bromma,59.3777,17.96968,Entire home/apt,1700,2,0,,,16,266,0,
624680318504333563,Fin 4a nära tunnelbanan.,166077702,Sabrina,,Enskede-Årsta-Vantörs,59.26278,18.01531,Entire home/apt,2000,2,10,2022-08-30,3.61,2,17,10,
624971661318774168,Central fräsch lägenhet,24669637,Anita C,,Norrmalms,59.33978,18.0614,Entire home/apt,1000,2,12,2022-08-29,3.24,1,326,12,
625110539617318665,Lovely 1-bedroom unit at Södermalm,458721403,Devi,,Södermalms,59.31701,18.05164,Entire home/apt,1996,2,0,,,1,83,0,
625484608492656100,Modern studio in Stockholm city,321152485,Petra,,Östermalms,59.3707,18.06643,Entire home/apt,893,1,17,2022-09-18,4.55,1,5,17,
625767906752847180,Family home with garden,4405656,Lizzie,,Skärholmens,59.27468,17.93201,Entire home/apt,1400,30,0,,,1,0,0,
625847000730591109,Bekvämt semesterboende nära både stan och skogen,458578222,Sara,,Hässelby-Vällingby,59.3816,17.81098,Entire home/apt,1200,6,1,2022-07-30,0.53,1,350,1,
626028594867447303,Luxury Business Apartment up to 4 people By City Living - Umami,445652307,City Living,,Bromma,59.377983,17.969233,Entire home/apt,2013,1,0,,,13,266,0,
626039646513808162,Small apartment in the center of Stockolm,458935590,Lena,,Bromma,59.33554,17.97026,Entire home/apt,550,1,2,2022-07-13,0.71,1,207,2,
626521184679240866,Gästsvit med egen ingång vid Stuvsta pendeltåg,19464404,Åsa,,Enskede-Årsta-Vantörs,59.25017,17.99778,Private room,796,2,16,2022-09-16,4.80,1,48,16,
626533868324688582,Rum med pentry,105821661,Sten,,Älvsjö,59.279243,17.966396,Private room,450,2,7,2022-08-12,1.88,1,14,7,
626693059450273362,Family house in friendly neighborhood,65706355,Sara,,Farsta,59.27238,18.08379,Entire home/apt,1950,6,1,2022-08-14,0.71,1,156,1,
626913143628429759,Trevlig villa med stor härlig trädgård,33044161,Henric,,Enskede-Årsta-Vantörs,59.2529,18.01919,Entire home/apt,2700,1,3,2022-08-12,1.30,1,266,3,
627211135075609792,Familjeidyll nära sjö och nära Sthlm C,459156124,Ida,,Älvsjö,59.27315,17.95278,Entire home/apt,2800,3,0,,,1,149,0,
627353304104340436,"stor sekelskiftslägenhet i sofo, södermalm",459186904,Jacob,,Södermalms,59.312538,18.075726,Entire home/apt,2900,7,6,2022-08-16,2.02,1,54,6,
627479498019906405,Uroczy apartament w sąsiedztwie zieleni,459225392,Sylwester,,Bromma,59.36897,17.97056,Entire home/apt,983,1,22,2022-09-21,5.24,1,155,22,
627483899805133207,Spacious room 20 minutes from central station,44939426,Sabina,,Farsta,59.253754,18.089872,Private room,360,2,4,2022-09-09,1.18,1,291,4,
627524594034899099,Mariatorget 1-bedroom apartment,9555423,Pelle,,Södermalms,59.31995,18.062384,Entire home/apt,1800,4,3,2022-09-21,1.01,1,0,3,
627537767891491908,Ljus,130303125,Mia,,Norrmalms,59.34712,18.0518,Entire home/apt,1000,30,0,,,1,243,0,
627540564332345343,Spacious and charming in quiet area on Södermalm,19855131,Hasse,,Södermalms,59.30795,18.08441,Entire home/apt,1890,3,2,2022-08-24,1.25,1,233,2,
627833738335661791,Rental part of a beautiful apartment on Södermalm,367948636,Amanda,,Södermalms,59.31507,18.08091,Private room,1400,1,17,2022-07-31,4.25,1,4,17,
627930983861996425,Apartment in Södermalm close to Stockholm city.,188914857,Eugenia,,Södermalms,59.31819642254933,18.038623612646767,Entire home/apt,890,5,0,,,3,328,0,
628067773819826602,Two bedroom apartment in central Stockholm,6584710,Gretta Clark,,Norrmalms,59.33823,18.05403,Entire home/apt,600,28,1,2022-08-03,0.57,1,0,1,
628160918194749829,Modern apartment with balcony and a fantastic view,432467663,Joel,,Skarpnäcks,59.27519,18.13222,Entire home/apt,700,14,2,2022-08-20,1.07,14,127,2,
628165544006756649,"Central tvåa i Vasastan, Stockholm",419345678,Jenny,,Norrmalms,59.34176,18.03837,Entire home/apt,2500,2,1,2022-08-09,0.64,1,266,1,
628189760611184286,Trendy apt w. Best Location in hip Södermalm,162188729,Gustav,,Södermalms,59.30956,18.07246,Entire home/apt,2221,1,1,2022-08-28,1,1,281,1,
628224345776829758,Ljus våning vid badsjö 15 min till Stockholm City,11010259,Eva-Kristin,,Farsta,59.22891,18.12298,Entire home/apt,1898,7,1,2022-06-10,0.28,1,131,1,
628326772425249366,Deluxe Room (King Size Bed),416096454,Karl,,Södermalms,59.31489,18.08454,Private room,1035,1,5,2022-08-22,2.17,3,323,5,
628326795378074807,En fin lägenhet med service nära till centralen,458939193,Moaaz,,Skarpnäcks,59.29202,18.11039,Private room,750,1,1,2022-08-22,0.88,1,363,1,
628574809749526794,Eget rum i populära Sickla.,459491457,Kerstin,,Skarpnäcks,59.30199,18.12664,Private room,550,2,0,,,1,83,0,
628647976608056494,Bright & Spacious Apartment in Stockholm City,459503476,Christian,,Södermalms,59.31641,18.03419,Entire home/apt,1524,5,9,2022-09-15,3.42,1,88,9,
628717098705252713,Newly renovated 65sqm apartment at Södermalm,40585459,Joakim,,Södermalms,59.31798,18.05612,Entire home/apt,1500,7,2,2022-07-31,0.79,1,0,2,
628963344469696210,Deluxe Room (Twin Bed),416096454,Karl,,Södermalms,59.31463,18.08357,Private room,1050,1,4,2022-08-22,1.90,3,316,4,
629501119661747769,Central lägenhet i Hornstull vid vattnet,281671562,Kimberly,,Södermalms,59.31551,18.03309,Entire home/apt,1500,3,16,2022-09-18,4.57,1,321,16,
629557506067888486,Small apartment in attractive residential area,93200839,Egon,,Rinkeby-Tensta,59.42535,17.95599,Entire home/apt,975,3,4,2022-06-14,0.98,2,365,4,
629702820320036923,Trerumslägenhet i lugna Älvsjö C.,361515514,Linnea,,Älvsjö,59.281464,18.013889,Private room,1200,2,6,2022-08-09,1.89,1,0,6,
629712022960905224,4BR Townhouse in Stockholm City,37284594,Elena,,Östermalms,59.36003,18.09405,Entire home/apt,2900,7,0,,,1,16,0,
630039671027487303,"Stort, nyrenoverat radhus 15-20min från Sthlm city",334502033,Lina,,Älvsjö,59.276787,17.950441,Entire home/apt,1500,5,3,2022-08-04,0.80,1,308,3,
630078275277125667,Lägenhet med balkong centralt belägen i Sthlm,145046273,Filippa,,Kungsholmens,59.336609,18.022364,Entire home/apt,1000,1,7,2022-08-25,1.88,1,23,7,
630183739820135460,Charmig lägenhet mitt i populära SOFO,224654460,Sophie,,Södermalms,59.31228,18.08176,Entire home/apt,1500,3,13,2022-09-18,4.70,1,61,13,
630266774791595661,Renoverad lägenhet på stockolms bästa läge,51390102,Tom,,Östermalms,59.33326,18.08599,Entire home/apt,2000,3,3,2022-08-06,0.86,1,364,3,
630390533538057445,Big room with balcony and private bathroom,5118235,Susanne,,Södermalms,59.314621,18.077728,Private room,1000,2,12,2022-09-20,3.03,1,161,12,
630442195777350151,Private room kitchenet and bathroom close to city!,57593772,Emil,,Farsta,59.25283,18.10446,Entire home/apt,371,2,19,2022-09-22,5.53,1,52,19,
630851158742517308,"Ljus, rymlig och fin med det perfekta läget.",32227167,Josefine,,Östermalms,59.3337,18.10019,Entire home/apt,5000,8,5,2022-08-17,1.25,1,77,5,
630986476169930496,Beautiful apartment in Central Stockholm,316065056,Sixten,,Norrmalms,59.34437,18.0522,Entire home/apt,896,4,2,2022-07-19,0.73,1,235,2,
630991896702187209,Sekelskiftslägenhet i mitten av Birkastan,1847640,Clara,,Norrmalms,59.33844,18.03631,Entire home/apt,1500,5,2,2022-08-19,1.36,1,0,2,
631176665748355749,"Bright and cozy 2-room, at Hornstull, Södermalm",23906474,Wiktoria,,Södermalms,59.31662,18.02927,Entire home/apt,1100,1,2,2022-06-19,0.58,1,0,2,
